0.0339998252,0.2076592844,0.3602823521,0.4839740541,0.5919367847,0.6838622577,0.7486237587,0.8106782876,0.8604167635,0.8925551089,0.9262306332,0.9489928785,0.9655534114,0.9767575988,0.982311579,0.9912009096,0.9959955709,0.9956721608,0.9955137702,0.9945290848,0.9963502522,0.9953323223,0.9901236079,0.986769415,0.9849857676,0.9893193382,0.9842719953,0.9783108884,0.9799159701,0.9781023021,0.9713621617,0.9716797925,0.9744462008,0.9713988187,0.9724789158,0.9674059044,0.9649876546,0.9641787808,0.9626669551,0.9630127253,0.9620925775,0.9605669787,0.9588193792,0.9583267296,0.9547364249,0.9538511444,0.9532977633,0.9574838104,0.9499471516,0.9522870004,0.9466084552,0.9467413978,0.9461783343,0.9434667461,0.9433332334,0.9436019789,0.9443358384,0.9459258367,0.9402436126,0.9376414771,0.9386229641
0.0289117561,0.1788821137,0.3134497709,0.4314418582,0.5403739032,0.6388498692,0.7122010687,0.7722993408,0.8270696766,0.8680397431,0.902708253,0.9253537454,0.9440852226,0.9565110731,0.9685217749,0.9752556831,0.9820073912,0.9833965597,0.9883196732,0.9794927815,0.9844844881,0.982386675,0.9817938486,0.9811028875,0.9768116955,0.9790184646,0.970858051,0.969406636,0.9686880727,0.9693287438,0.9603054482,0.9651849241,0.9623510617,0.9593520397,0.9615708756,0.9594717226,0.9542153266,0.9587699411,0.9525670179,0.9495315759,0.9500677402,0.9490394456,0.9468971557,0.9471961111,0.9440585399,0.9409319801,0.9481564906,0.947515565,0.9430451297,0.9398690404,0.9387627474,0.9384051542,0.9392104109,0.9383653059,0.9352642417,0.9330202416,0.9349070767,0.9323939396,0.9282648856,0.9273427876,0.9277491345
0.0241776989,0.149579026,0.2697269964,0.378106222,0.4852001286,0.584071584,0.6714711055,0.7414155339,0.7983973562,0.8483828038,0.8838903511,0.9144844971,0.9319096145,0.9505851217,0.9662219334,0.9704155497,0.9812500582,0.9811436624,0.9861046267,0.9837627084,0.9813748063,0.9871614843,0.9813163183,0.9788270214,0.9765179177,0.9779171016,0.9736096812,0.970978977,0.969264766,0.9658268969,0.964776078,0.963532398,0.9646015604,0.9620895271,0.9612895611,0.9594277318,0.9554962638,0.957189811,0.9522537881,0.9534976374,0.9516111125,0.9498762822,0.9513059308,0.9483721419,0.9445198805,0.9421277538,0.9437906635,0.9436530244,0.9415899704,0.9413019967,0.9421097456,0.9378811792,0.9356457817,0.9346847073,0.9354122572,0.9345761138,0.9320547952,0.9322562943,0.9297998671,0.9329318667,0.9317367953
0.0202183815,0.1259982644,0.2275288718,0.327145311,0.4282373246,0.5275988472,0.6219552953,0.7023093808,0.766398463,0.8220271817,0.860742076,0.8982125076,0.9213783143,0.9443402141,0.9614864902,0.970546964,0.9819325041,0.9869214709,0.9833028814,0.9885709552,0.9870494053,0.9845850105,0.986832586,0.9832151573,0.9833681128,0.9749858881,0.9756984571,0.976047855,0.9734272179,0.9738416646,0.9692074165,0.9703826882,0.9706394706,0.9635239692,0.9628084217,0.9612629287,0.9610441521,0.9590649237,0.9577625657,0.9594263189,0.9548716946,0.9519405172,0.9567571515,0.9518058167,0.9509263294,0.9531635362,0.9506859054,0.9483708476,0.9486393598,0.9432944408,0.9434497574,0.9473242627,0.9391503642,0.93703949,0.9444523878,0.935405325,0.9378754626,0.9346118894,0.9345184194,0.9373522322,0.9340682225
0.0146308471,0.0900980734,0.1634863579,0.2383413611,0.32087244,0.4121066158,0.5073130669,0.5989605961,0.6771813151,0.7451818729,0.7986147037,0.8430226744,0.8806591238,0.9077660014,0.9275427969,0.9452872298,0.956976792,0.9689965616,0.9697029749,0.9779976899,0.9764573032,0.978128014,0.9760966488,0.9784644324,0.9753269425,0.9700970983,0.9751880353,0.974647277,0.9695609179,0.9682028874,0.9644841676,0.9667742625,0.9635097905,0.9596989489,0.963151766,0.9595158942,0.9593823269,0.9533678879,0.9570614431,0.9514954774,0.952921442,0.948476802,0.9508363869,0.9467889358,0.9492359341,0.9468272825,0.9471328403,0.9415669141,0.9440172271,0.9419180576,0.9409749675,0.9429533335,0.9391094792,0.9362829068,0.9379477099,0.9398086449,0.9347155931,0.9331619071,0.9343535464,0.9327550213,0.928141703
0.0105821199,0.0644614111,0.1143677922,0.1690514967,0.2305955769,0.3022149812,0.3862277139,0.4706009972,0.5585669792,0.6385371964,0.7095678663,0.7664494601,0.8147966078,0.8503016303,0.8789802489,0.9033398997,0.9177804212,0.9301541765,0.9469385386,0.9485146623,0.9606872987,0.9564170877,0.9578740462,0.9581425289,0.9564971977,0.9584727696,0.9582901052,0.9556552009,0.9544391376,0.9544687594,0.949599327,0.9494911924,0.9423149992,0.9456595994,0.9453249206,0.9377025392,0.9421169151,0.935799502,0.9397754819,0.9343261586,0.93754363,0.938198969,0.9329365119,0.9328091594,0.9313195579,0.9293530525,0.9298348733,0.9300457871,0.9291899196,0.9280966717,0.9223998407,0.9220241769,0.9242452238,0.9240865176,0.9194655499,0.9247750289,0.9199668652,0.9166305769,0.9168597873,0.916198682,0.9139942437
0.0069646125,0.0404787331,0.0710947215,0.101390664,0.1385745868,0.184116602,0.2369322124,0.3011136409,0.3729529545,0.4548044082,0.533955993,0.610938089,0.6815849142,0.7377269962,0.7875363374,0.8254925559,0.8546284866,0.8802200503,0.8985641935,0.9138822175,0.9252591112,0.931794957,0.9360678577,0.9410911471,0.9443445255,0.9421684877,0.9433416806,0.9438732118,0.9397550564,0.9414857877,0.9410184835,0.9378094893,0.9331963682,0.9374495767,0.9335264283,0.9313443635,0.9290320394,0.9315007725,0.9331751579,0.9229553457,0.9249585291,0.92692618,0.9218927262,0.9228057204,0.9270303211,0.9210768335,0.9151148436,0.9195352514,0.9210065607,0.914428853,0.9124996686,0.9112118527,0.9121876233,0.9123320872,0.9095742458,0.9074457506,0.9081785216,0.90750767,0.9080914575,0.9042137928,0.9029120382
0.0046936959,0.0259096519,0.0444279871,0.0627647909,0.0815640323,0.105072858,0.1366567963,0.1730777494,0.2170859937,0.2706149387,0.3296579323,0.3982030656,0.4713492349,0.5396764935,0.6078417743,0.6704401385,0.7226325504,0.7661911768,0.8009475342,0.8344228141,0.8519002615,0.8697770018,0.8842446146,0.8921433233,0.8985424673,0.9037387119,0.9055907003,0.913411598,0.9133576327,0.9115997865,0.9141381743,0.9086666295,0.910001956,0.9094507931,0.908246604,0.9065318454,0.906079477,0.9035768928,0.90288735,0.9047587908,0.9005963031,0.8957596797,0.8954145034,0.8975733751,0.900443661,0.8996925566,0.8955013317,0.8959700205,0.8896655609,0.8894958638,0.8938041112,0.8873730837,0.8907890996,0.889701375,0.8882315723,0.8844285551,0.886467368,0.8834171427,0.8865354627,0.884042294,0.8828910494
0.0013074613,0.0055433095,0.0087324997,0.0110572529,0.012725174,0.014392221,0.0163511546,0.0190791027,0.021367037,0.0238660807,0.0261126842,0.0295042787,0.0335146424,0.0371231538,0.041784525,0.047046803,0.0533068638,0.06066424,0.0672743807,0.0768702222,0.0876997227,0.0982727366,0.1127903907,0.1282237292,0.1476479944,0.1679914895,0.191442288,0.2192139643,0.2509234355,0.2847840503,0.3270848944,0.3696176861,0.4167284275,0.4637911198,0.5158823658,0.5595765335,0.599127491,0.6380163861,0.6704724476,0.698363162,0.7183883824,0.7387782885,0.7545556301,0.7650607136,0.7759266363,0.7780149019,0.785706468,0.7855718132,0.7937420396,0.7930346663,0.7993747933,0.7977300083,0.8009803039,0.7948156369,0.7989162008,0.7949425287,0.7984398232,0.7939964768,0.791965881,0.7970639358,0.7933607388
0.0004365677,0.0014565735,0.0018074866,0.0021031144,0.0021295004,0.0021665216,0.0023629518,0.002426626,0.0025747175,0.0027000781,0.0026556156,0.0024561693,0.002778629,0.0027753814,0.0029341341,0.0029597134,0.003058582,0.0031701138,0.0033548298,0.0033345348,0.0034878669,0.0037311926,0.0037638891,0.0038738503,0.004069585,0.0041352441,0.0042187543,0.0043078292,0.0044819747,0.0047354978,0.0048840651,0.0050654594,0.0050736134,0.0052353938,0.0057329732,0.0058981449,0.0060548848,0.0062954179,0.0066379278,0.0066528374,0.0070254129,0.0074287252,0.0077468994,0.0081276364,0.00826041,0.008821135,0.0092930486,0.0098964072,0.0100957086,0.0101940994,0.0114048065,0.0119211208,0.0121538231,0.0127329385,0.0135320509,0.0140627175,0.0148457761,0.0162308746,0.0169628015,0.0175319008,0.0186015268
